Quizzer: [21:23:43] [34m[INFO][0m [<asynchronous suspension>] QuizzerLogger initialized with level: FINE. Logging to: runtime_cache\quizzer_log.txt
Quizzer: [21:23:43] [33m[WARNING][0m [#2      _QuizzerAppState.build (package:quizzer/main.dart:235)] _QuizzerAppState: BUILD CALLED. _criticalError is: null
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module periodic_table updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: periodic_table
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 129 question IDs for module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 77647c42-c888-47e3-8296-6fc452815810
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: CLEP Western Civ II, description: Multiple Choice questions covering the CLEP Western Civ II exam. Helps in any official Western Civ II class. 102H for example., primary_subject: null, subjects: [], related_concepts: [], question_ids: [2025-05-04T14:52:13.249316_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:00:37.334112_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:01:45.590231_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:02:45.090463_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:03:48.940674_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:05:05.227847_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:08:40.380170_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:10:06.583040_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:10:55.561028_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:12:13.940980_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:34:06.673985_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:36:14.763954_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:38:02.149751_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:40:35.548096_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:44:09.570015_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:46:50.702833_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:49:27.322559_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:53:17.534623_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T15:57:27.087565_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:00:26.532410_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:15:50.730073_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:17:45.100930_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:20:44.447619_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:23:24.854027_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:25:30.007623_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:28:46.350189_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:30:20.690661_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:55:43.933118_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:58:21.693925_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T16:59:45.105054_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:01:17.389791_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:02:44.332679_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:21:00.822975_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:22:50.170351_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:25:31.623219_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:28:07.319095_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:30:28.403068_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:32:37.716421_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:37:46.702622_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:40:13.206028_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:44:03.065093_77647c42-c888-47e3-8296-6fc452815810, 2025-05-04T17:46:32.462485_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:16:41.056210_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:19:09.523718_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:21:58.734576_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:25:16.263226_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:27:34.269833_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:29:48.687179_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:32:09.202888_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:34:47.752199_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:37:21.770299_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:39:59.418841_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:41:48.309029_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:43:58.614746_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T17:46:13.245799_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T18:17:30.185367_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T18:19:28.086767_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T18:21:22.522856_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T20:37:53.126436_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T20:40:23.323686_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T20:42:59.521424_77647c42-c888-47e3-8296-6fc452815810, 2025-05-05T20:45:35.348211_77647c42-c888-47e3-8296-6fc452815810, 2025-05-06T15:25:45.625565_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T17:58:49.653863Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:25:09.692493Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:28:02.676703Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:29:14.752665Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:31:23.260750Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:33:24.137102Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:35:17.006138Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:41:39.741507Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T22:51:40.081633Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T23:12:40.620638Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T23:20:51.643656Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T23:30:34.048169Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-07T23:42:50.572172Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:44.373975Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:45.293666Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:46.401054Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:47.081417Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:48.101282Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:48.539828Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:49.711057Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:50.266363Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:51.073917Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:51.849414Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:53.014971Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:53.766183Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:54.669047Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:55.344150Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:56.525441Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:56.956567Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:58.074613Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:58.654295Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:16:59.483008Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:00.264911Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:01.521300Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:02.122202Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:03.240261Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:03.640403Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:04.427986Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:05.248062Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:06.308329Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:06.951450Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:07.811571Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:08.263480Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:09.257850Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:09.718132Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:10.460721Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:11.246428Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:12.523797Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:13.222767Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:14.476720Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:15.176826Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:16.351999Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:16.827056Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:17.932691Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:18.566870Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:19.489937Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:20.473941Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:21.624139Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:22.155896Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:22.976881Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:23.819586Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:24.789367Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:25.520473Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:26.690385Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:27.182025Z_77647c42-c888-47e3-8296-6fc452815810, 2025-05-08T00:17:28.068247Z_77647c42-c888-47e3-8296-6fc452815810], creation_date: null, creator_id: null, total_questions: 129}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module CLEP Western Civ II updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: CLEP Western Civ II
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:50)] Getting unique subjects for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:77)] Found 0 unique subjects for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:78)] Primary subject determined to be: no_primary_subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueSubjectsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:79)] SUCCESS: Successfully gathered subjects and determined primary subject
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:92)] Getting unique concepts for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:100)] Found 0 unique concepts for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getUniqueConceptsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:101)] SUCCESS: Successfully gathered unique concepts
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:113)] Getting question IDs and determining contributor for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:143)] Found 1 question IDs for module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:144)] Module contributor determined to be: 77647c42-c888-47e3-8296-6fc452815810
Quizzer: [21:26:59] [34m[INFO][0m [#2      getQuestionIdsForModule (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:145)] SUCCESS: Successfully gathered question IDs and determined contributor
Quizzer: [21:26:59] [34m[INFO][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:192)] Fetching module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [36m[DEBUG][0m [#2      getModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:230)] Retrieved and processed module: {module_name: general, description: Default module, if no module is defined when a question is added, this is the module to which it belongs. Ideally questions here should be sorted and placed into a specific module., primary_subject: null, subjects: [], related_concepts: [], question_ids: [2025-05-07T17:33:48.277946Z_77647c42-c888-47e3-8296-6fc452815810], creation_date: null, creator_id: null, total_questions: 1}
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:153)] Updating module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:43)] Verifying modules table existence
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:56)] Modules table exists, checking for old fields
Quizzer: [21:26:59] [34m[INFO][0m [#2      verifyModulesTable (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:91)] SUCCESS: Modules table structure verified and cleaned
Quizzer: [21:26:59] [34m[INFO][0m [#2      updateModule (package:quizzer/backend_systems/00_database_manager/tables/modules_table.dart:184)] SUCCESS: Module general updated successfully (1 row affected).
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:210)] Updated module: general
Quizzer: [21:26:59] [34m[INFO][0m [#2      buildModuleRecords (package:quizzer/backend_systems/04_module_management/module_updates_process.dart:228)] SUCCESS: Module records built successfully
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:105)] Initial Loop: Fetching all user records from DB...
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:108)] SUCCESS: Initial Loop: Fetched 0 records from DB.
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:113)] Initial Loop: No existing user records found. Skipping initial cache population and processing.
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:44)] Database Lock Released!
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.releaseDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:53)] Database lock released
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:116)] Initial Loop: DB access released (no records path).
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:120)] PreProcessWorker: Starting Inactive Module Worker (no records path)...
Quizzer: [21:26:59] [34m[INFO][0m [#2      InactiveModuleWorker.start (package:quizzer/backend_systems/06_question_queue_server/inactive_module_worker.dart:33)] Starting InactiveModuleWorker...
Quizzer: [21:26:59] [34m[INFO][0m [#2      InactiveModuleWorker._performLoopLogic (package:quizzer/backend_systems/06_question_queue_server/inactive_module_worker.dart:60)] InactiveModuleWorker: Waiting for module deactivation signal...
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:124)] PreProcessWorker: Starting Eligibility Check Worker (no records path)...
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:150)] EligibilityCheckWorker: Starting initial loop...
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:153)] Initial Loop: Processing PastDueCache...
Quizzer: [21:26:59] [34m[INFO][0m [#2      PreProcessWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/pre_process_worker.dart:128)] SUCCESS: PreProcessWorker: Initial loop completed (no records) and downstream workers started.
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:163)] SUCCESS: Initial Loop: Finished processing initial records from PastDueCache.
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:168)] EligibilityCheckWorker: Starting Circulation Worker...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker.start (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:50)] Entering CirculationWorker start()...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker.start (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:63)] CirculationWorker: Subscribed to onModuleRecentlyActivated stream.
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._runLoop (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:85)] Entering CirculationWorker _runLoop()...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:137)] Entering CirculationWorker _shouldAddNewQuestion()...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:159)] Checking eligible Cache for conditions
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:173)] EligibilityCheckWorker: Starting Due Date Worker...
Quizzer: [21:26:59] [34m[INFO][0m [#2      DueDateWorker.start (package:quizzer/backend_systems/06_question_queue_server/due_date_worker.dart:41)] Starting DueDateWorker...
Quizzer: [21:26:59] [34m[INFO][0m [#2      DueDateWorker._runLoop (package:quizzer/backend_systems/06_question_queue_server/due_date_worker.dart:63)] DueDateWorker loop started.
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:178)] SUCCESS: EligibilityCheckWorker: Initial loop completed and Circulation/DueDate Workers started.
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:165)] lowStreakCondition evaluates to -> true
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:170)] lowTotalCondition evaluates to -> true
Quizzer: [21:26:59] [34m[INFO][0m [#2      EligibilityCheckWorker._performSubsequentLoop (package:quizzer/backend_systems/06_question_queue_server/eligibility_check_worker.dart:188)] EligibilityCheckWorker: PastDueCache empty, waiting for new records...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:175)] nonCirculatingNotEmpty evaluate to -> true
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._shouldAddNewQuestion (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:179)] shouldAdd evaluates to -> false (Eligible low: true, NonCirculatingEmpty: true)
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._runLoop (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:104)] CirculationWorker: Starting Presentation Selection Worker (first cycle complete)...
Quizzer: [21:26:59] [34m[INFO][0m [#2      PresentationSelectionWorker.start (package:quizzer/backend_systems/06_question_queue_server/question_selection_worker.dart:51)] PresentationSelectionWorker started.
Quizzer: [21:26:59] [34m[INFO][0m [#2      PresentationSelectionWorker._performInitialLoop (package:quizzer/backend_systems/06_question_queue_server/question_selection_worker.dart:77)] PSW: Starting initial loop...
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._runLoop (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:108)] SUCCESS: CirculationWorker: Presentation Selection Worker started.
Quizzer: [21:26:59] [34m[INFO][0m [#2      CirculationWorker._runLoop (package:quizzer/backend_systems/06_question_queue_server/circulation_worker.dart:114)] CirculationWorker: Conditions not met & NonCirculating empty, waiting for non-circulating record...
Quizzer: [21:26:59] [34m[INFO][0m [#2      DatabaseMonitor.requestDatabaseAccess (package:quizzer/backend_systems/00_database_manager/database_monitor.dart:33)] Database access granted with lock
